CO2 (ppm),Temperature (°C),Relative humidity (%RH),CH4 (ppm),Timestamp,Chamber (N)
401,26.54,58.76,0,2026/8/28 20:37,Batch 2 · Blank (0)
402,26.52,58.43,0,2026/8/28 20:38,Batch 2 · Blank (0)
405,26.49,58.15,0,2026/8/28 20:39,Batch 2 · Blank (0)
406,26.48,57.61,0,2026/8/28 20:40,Batch 2 · Blank (0)
405,26.45,57.22,0,2026/8/28 20:41,Batch 2 · Blank (0)
405,26.42,56.83,0,2026/8/28 20:42,Batch 2 · Blank (0)
407,26.36,56.76,0,2026/8/28 20:43,Batch 2 · Blank (0)
408,26.36,56.67,0,2026/8/28 20:44,Batch 2 · Blank (0)
407,26.35,56.44,0,2026/8/28 20:45,Batch 2 · Blank (0)
408,26.32,56.64,0,2026/8/28 20:46,Batch 2 · Blank (0)
408,26.29,56.4,0,2026/8/28 20:47,Batch 2 · Blank (0)
409,26.25,55.71,0,2026/8/28 20:48,Batch 2 · Blank (0)
409,26.22,55.49,0,2026/8/28 20:49,Batch 2 · Blank (0)
409,26.21,55.2,0,2026/8/28 20:50,Batch 2 · Blank (0)
410,26.18,56.58,0,2026/8/28 20:51,Batch 2 · Blank (0)
414,26.2,58.16,0,2026/8/28 20:52,Batch 2 · Blank (0)
412,26.21,59.39,0,2026/8/28 20:53,Batch 2 · Blank (0)
414,26.28,60.56,0,2026/8/28 20:54,Batch 2 · Blank (0)
418,26.32,61.82,0,2026/8/28 20:55,Batch 2 · Blank (0)
414,26.35,62.01,0,2026/8/28 20:56,Batch 2 · Blank (0)
412,26.38,62.57,0,2026/8/28 20:57,Batch 2 · Blank (0)
410,26.38,62.89,0,2026/8/28 20:58,Batch 2 · Blank (0)
410,26.44,62.86,0,2026/8/28 20:59,Batch 2 · Blank (0)
410,26.45,63.1,0,2026/8/28 21:00,Batch 2 · Blank (0)
410,26.49,63.32,0,2026/8/28 21:01,Batch 2 · Blank (0)
411,26.54,63.48,0,2026/8/28 21:02,Batch 2 · Blank (0)
413,26.57,63.4,0,2026/8/28 21:03,Batch 2 · Blank (0)
413,26.6,63.03,0,2026/8/28 21:04,Batch 2 · Blank (0)
414,26.62,62.65,0,2026/8/28 21:05,Batch 2 · Blank (0)
413,26.63,62.38,0,2026/8/28 21:06,Batch 2 · Blank (0)
414,26.6,62.18,0,2026/8/28 21:07,Batch 2 · Blank (0)
413,26.62,61.99,0,2026/8/28 21:08,Batch 2 · Blank (0)
415,26.62,61.61,0,2026/8/28 21:09,Batch 2 · Blank (0)
416,26.63,62.06,0,2026/8/28 21:10,Batch 2 · Blank (0)
413,26.62,62.55,0,2026/8/28 21:11,Batch 2 · Blank (0)
410,26.65,62.02,0,2026/8/28 21:12,Batch 2 · Blank (0)
409,26.6,61.61,0,2026/8/28 21:13,Batch 2 · Blank (0)
411,26.6,61.59,0,2026/8/28 21:14,Batch 2 · Blank (0)
410,26.62,61.52,0,2026/8/28 21:15,Batch 2 · Blank (0)
409,26.6,61.78,0,2026/8/28 21:16,Batch 2 · Blank (0)
410,26.63,61.87,0,2026/8/28 21:17,Batch 2 · Blank (0)
405,26.6,61.88,0,2026/8/28 21:18,Batch 2 · Blank (0)
404,26.59,61.9,0,2026/8/28 21:19,Batch 2 · Blank (0)
403,26.6,61.77,0,2026/8/28 21:20,Batch 2 · Blank (0)
402,26.59,61.25,0,2026/8/28 21:21,Batch 2 · Blank (0)
402,26.59,60.61,0,2026/8/28 21:22,Batch 2 · Blank (0)
401,26.59,60.13,0,2026/8/28 21:23,Batch 2 · Blank (0)
399,26.56,60.19,0,2026/8/28 21:24,Batch 2 · Blank (0)
400,26.54,59.6,0,2026/8/28 21:25,Batch 2 · Blank (0)
399,26.5,59.96,0,2026/8/28 21:26,Batch 2 · Blank (0)
399,26.48,60.62,0,2026/8/28 21:27,Batch 2 · Blank (0)
399,26.48,61.15,0,2026/8/28 21:28,Batch 2 · Blank (0)
399,26.49,61.6,0,2026/8/28 21:29,Batch 2 · Blank (0)
400,26.46,62.13,0,2026/8/28 21:30,Batch 2 · Blank (0)
401,26.5,62.7,0,2026/8/28 21:31,Batch 2 · Blank (0)
401,26.5,62.81,0,2026/8/28 21:32,Batch 2 · Blank (0)
401,26.52,62.77,0,2026/8/28 21:33,Batch 2 · Blank (0)
400,26.54,62.61,0,2026/8/28 21:34,Batch 2 · Blank (0)
402,26.54,62.67,0,2026/8/28 21:35,Batch 2 · Blank (0)
400,26.57,62.79,0,2026/8/28 21:36,Batch 2 · Blank (0)
400,26.56,62.8,0,2026/8/28 21:37,Batch 2 · Blank (0)
399,26.56,62.92,0,2026/8/28 21:38,Batch 2 · Blank (0)
399,26.57,62.92,0,2026/8/28 21:39,Batch 2 · Blank (0)
401,26.59,62.65,0,2026/8/28 21:40,Batch 2 · Blank (0)
400,26.59,62.84,0,2026/8/28 21:41,Batch 2 · Blank (0)
400,26.59,63.18,0,2026/8/28 21:42,Batch 2 · Blank (0)
399,26.6,63.34,0,2026/8/28 21:43,Batch 2 · Blank (0)
400,26.63,63.31,0,2026/8/28 21:44,Batch 2 · Blank (0)
399,26.63,63.11,0,2026/8/28 21:45,Batch 2 · Blank (0)
397,26.63,63.12,0,2026/8/28 21:46,Batch 2 · Blank (0)
397,26.63,63.14,0,2026/8/28 21:47,Batch 2 · Blank (0)
398,26.66,63.27,0,2026/8/28 21:48,Batch 2 · Blank (0)
398,26.62,63.16,0,2026/8/28 21:49,Batch 2 · Blank (0)
399,26.63,63.22,0,2026/8/28 21:50,Batch 2 · Blank (0)
400,26.66,63.36,0,2026/8/28 21:51,Batch 2 · Blank (0)
399,26.66,62.89,0,2026/8/28 21:52,Batch 2 · Blank (0)
401,26.65,62.49,0,2026/8/28 21:53,Batch 2 · Blank (0)
401,26.62,62.04,0,2026/8/28 21:54,Batch 2 · Blank (0)
399,26.63,62.13,0,2026/8/28 21:55,Batch 2 · Blank (0)
398,26.65,62.38,0,2026/8/28 21:56,Batch 2 · Blank (0)
398,26.63,62.32,0,2026/8/28 21:58,Batch 2 · Blank (0)
397,26.62,62.71,0,2026/8/28 21:59,Batch 2 · Blank (0)
398,26.65,62.55,0,2026/8/28 22:00,Batch 2 · Blank (0)
397,26.67,62.39,0,2026/8/28 22:01,Batch 2 · Blank (0)
396,26.65,62.27,0,2026/8/28 22:02,Batch 2 · Blank (0)
396,26.63,62.49,0,2026/8/28 22:03,Batch 2 · Blank (0)
397,26.63,62.73,0,2026/8/28 22:04,Batch 2 · Blank (0)
397,26.63,63.16,0,2026/8/28 22:05,Batch 2 · Blank (0)
397,26.65,63.3,0,2026/8/28 22:06,Batch 2 · Blank (0)
396,26.6,62.9,0,2026/8/28 22:07,Batch 2 · Blank (0)
394,26.62,62.72,0,2026/8/28 22:08,Batch 2 · Blank (0)
393,26.65,62.63,0,2026/8/28 22:09,Batch 2 · Blank (0)
392,26.63,62.18,0,2026/8/28 22:10,Batch 2 · Blank (0)
391,26.62,62.29,0,2026/8/28 22:11,Batch 2 · Blank (0)
391,26.62,62.26,0,2026/8/28 22:12,Batch 2 · Blank (0)
390,26.6,61.82,0,2026/8/28 22:13,Batch 2 · Blank (0)
390,26.62,61.85,0,2026/8/28 22:14,Batch 2 · Blank (0)
391,26.56,62.13,0,2026/8/28 22:15,Batch 2 · Blank (0)
392,26.57,62.1,0,2026/8/28 22:16,Batch 2 · Blank (0)
390,26.56,61.87,0,2026/8/28 22:17,Batch 2 · Blank (0)
389,26.56,62.08,0,2026/8/28 22:18,Batch 2 · Blank (0)
388,26.5,61.57,0,2026/8/28 22:19,Batch 2 · Blank (0)
389,26.52,61.31,0,2026/8/28 22:20,Batch 2 · Blank (0)
390,26.52,61.19,0,2026/8/28 22:21,Batch 2 · Blank (0)
390,26.52,61.56,0,2026/8/28 22:22,Batch 2 · Blank (0)
392,26.5,61.24,0,2026/8/28 22:23,Batch 2 · Blank (0)
392,26.48,60.03,0,2026/8/28 22:24,Batch 2 · Blank (0)
391,26.45,59.26,0,2026/8/28 22:25,Batch 2 · Blank (0)
392,26.42,58.5,0,2026/8/28 22:26,Batch 2 · Blank (0)
392,26.36,57.64,0,2026/8/28 22:27,Batch 2 · Blank (0)
390,26.34,57.6,0,2026/8/28 22:28,Batch 2 · Blank (0)
392,26.31,57.51,0,2026/8/28 22:29,Batch 2 · Blank (0)
394,26.25,57.57,0,2026/8/28 22:30,Batch 2 · Blank (0)
395,26.24,57.77,0,2026/8/28 22:31,Batch 2 · Blank (0)
393,26.21,58.07,0,2026/8/28 22:32,Batch 2 · Blank (0)
392,26.21,58.14,0,2026/8/28 22:33,Batch 2 · Blank (0)
393,26.18,58.19,0,2026/8/28 22:34,Batch 2 · Blank (0)
393,26.18,58.32,0,2026/8/28 22:35,Batch 2 · Blank (0)
392,26.17,58.2,0,2026/8/28 22:36,Batch 2 · Blank (0)
391,26.15,58.49,0,2026/8/28 22:37,Batch 2 · Blank (0)
391,26.18,58.44,0,2026/8/28 22:38,Batch 2 · Blank (0)
391,26.15,58.53,0,2026/8/28 22:39,Batch 2 · Blank (0)
392,26.15,58.63,0,2026/8/28 22:40,Batch 2 · Blank (0)
392,26.17,58.65,0,2026/8/28 22:41,Batch 2 · Blank (0)
393,26.15,58.84,0,2026/8/28 22:42,Batch 2 · Blank (0)
395,26.18,59.26,0,2026/8/28 22:43,Batch 2 · Blank (0)
400,26.2,59.42,0,2026/8/28 22:44,Batch 2 · Blank (0)
402,26.2,59.62,0,2026/8/28 22:45,Batch 2 · Blank (0)
401,26.25,59.81,0,2026/8/28 22:46,Batch 2 · Blank (0)
402,26.27,59.85,0,2026/8/28 22:47,Batch 2 · Blank (0)
403,26.35,59.82,0,2026/8/28 22:48,Batch 2 · Blank (0)
405,26.41,59.86,0,2026/8/28 22:49,Batch 2 · Blank (0)
405,26.48,59.85,0,2026/8/28 22:50,Batch 2 · Blank (0)
404,26.5,60.06,0,2026/8/28 22:51,Batch 2 · Blank (0)
402,26.53,60.11,0,2026/8/28 22:52,Batch 2 · Blank (0)
403,26.59,60.23,0,2026/8/28 22:53,Batch 2 · Blank (0)
401,26.6,60.32,0,2026/8/28 22:54,Batch 2 · Blank (0)
401,26.65,60.54,0,2026/8/28 22:55,Batch 2 · Blank (0)
399,26.67,60.63,0,2026/8/28 22:56,Batch 2 · Blank (0)
399,26.72,60.86,0,2026/8/28 22:57,Batch 2 · Blank (0)
397,26.74,60.93,0,2026/8/28 22:58,Batch 2 · Blank (0)
395,26.77,61.07,0,2026/8/28 22:59,Batch 2 · Blank (0)
393,26.81,61.16,0,2026/8/28 23:00,Batch 2 · Blank (0)
391,26.88,61.3,0,2026/8/28 23:01,Batch 2 · Blank (0)
395,26.9,61.42,0,2026/8/28 23:02,Batch 2 · Blank (0)
394,26.94,61.58,0,2026/8/28 23:03,Batch 2 · Blank (0)
394,26.95,61.71,0,2026/8/28 23:04,Batch 2 · Blank (0)
391,26.99,61.94,0,2026/8/28 23:05,Batch 2 · Blank (0)
392,27.02,62.09,0,2026/8/28 23:06,Batch 2 · Blank (0)
391,27.04,62.13,0,2026/8/28 23:07,Batch 2 · Blank (0)
389,27.09,62.28,0,2026/8/28 23:08,Batch 2 · Blank (0)
389,27.08,62.42,0,2026/8/28 23:09,Batch 2 · Blank (0)
388,27.15,62.58,0,2026/8/28 23:10,Batch 2 · Blank (0)
387,27.15,62.56,0,2026/8/28 23:11,Batch 2 · Blank (0)
386,27.18,62.69,0,2026/8/28 23:12,Batch 2 · Blank (0)
386,27.18,62.79,0,2026/8/28 23:13,Batch 2 · Blank (0)
385,27.25,62.97,0,2026/8/28 23:14,Batch 2 · Blank (0)
383,27.28,63.17,0,2026/8/28 23:15,Batch 2 · Blank (0)
384,27.3,63.31,0,2026/8/28 23:16,Batch 2 · Blank (0)
385,27.33,63.45,0,2026/8/28 23:17,Batch 2 · Blank (0)
384,27.36,63.52,0,2026/8/28 23:18,Batch 2 · Blank (0)
383,27.4,63.54,0,2026/8/28 23:19,Batch 2 · Blank (0)
382,27.43,63.59,0,2026/8/28 23:20,Batch 2 · Blank (0)
382,27.44,63.62,0,2026/8/28 23:21,Batch 2 · Blank (0)
381,27.48,63.69,0,2026/8/28 23:22,Batch 2 · Blank (0)
382,27.5,63.77,0,2026/8/28 23:23,Batch 2 · Blank (0)
381,27.53,63.83,0,2026/8/28 23:24,Batch 2 · Blank (0)
380,27.57,63.96,0,2026/8/28 23:26,Batch 2 · Blank (0)
379,27.55,64.08,0,2026/8/28 23:27,Batch 2 · Blank (0)
379,27.6,64.21,0,2026/8/28 23:28,Batch 2 · Blank (0)
378,27.63,64.35,0,2026/8/28 23:29,Batch 2 · Blank (0)
377,27.65,64.29,0,2026/8/28 23:30,Batch 2 · Blank (0)
377,27.68,64.38,0,2026/8/28 23:31,Batch 2 · Blank (0)
378,27.71,64.56,0,2026/8/28 23:32,Batch 2 · Blank (0)
377,27.73,64.78,0,2026/8/28 23:33,Batch 2 · Blank (0)
375,27.74,64.77,0,2026/8/28 23:34,Batch 2 · Blank (0)
374,27.77,64.9,0,2026/8/28 23:35,Batch 2 · Blank (0)
375,27.79,65.11,0,2026/8/28 23:36,Batch 2 · Blank (0)
375,27.81,65.07,0,2026/8/28 23:37,Batch 2 · Blank (0)
374,27.82,65.04,0,2026/8/28 23:38,Batch 2 · Blank (0)
375,27.84,65.02,0,2026/8/28 23:39,Batch 2 · Blank (0)
376,27.85,65.13,0,2026/8/28 23:40,Batch 2 · Blank (0)
374,27.88,65.21,0,2026/8/28 23:41,Batch 2 · Blank (0)
374,27.89,65.17,0,2026/8/28 23:42,Batch 2 · Blank (0)
373,27.91,65.17,0,2026/8/28 23:43,Batch 2 · Blank (0)
374,27.95,65.22,0,2026/8/28 23:44,Batch 2 · Blank (0)
373,27.95,65.2,0,2026/8/28 23:45,Batch 2 · Blank (0)
372,27.96,65.25,0,2026/8/28 23:46,Batch 2 · Blank (0)
371,28.02,65.25,0,2026/8/28 23:47,Batch 2 · Blank (0)
372,28.01,65.22,0,2026/8/28 23:48,Batch 2 · Blank (0)
372,28.05,65.32,0,2026/8/28 23:49,Batch 2 · Blank (0)
369,28.05,65.21,0,2026/8/28 23:50,Batch 2 · Blank (0)
370,28.06,65.34,0,2026/8/28 23:51,Batch 2 · Blank (0)
370,28.1,65.48,0,2026/8/28 23:52,Batch 2 · Blank (0)
371,28.09,65.39,0,2026/8/28 23:53,Batch 2 · Blank (0)
372,28.1,65.3,0,2026/8/28 23:54,Batch 2 · Blank (0)
370,28.14,65.56,0,2026/8/28 23:55,Batch 2 · Blank (0)
370,28.13,65.55,0,2026/8/28 23:56,Batch 2 · Blank (0)
369,28.14,65.63,0,2026/8/28 23:57,Batch 2 · Blank (0)
368,28.17,65.6,0,2026/8/28 23:58,Batch 2 · Blank (0)
368,28.16,65.58,0,2026/8/28 23:59,Batch 2 · Blank (0)
367,28.2,65.73,0,2026/8/29 0:00,Batch 2 · Blank (0)
368,28.2,65.63,0,2026/8/29 0:01,Batch 2 · Blank (0)
368,28.23,65.65,0,2026/8/29 0:02,Batch 2 · Blank (0)
367,28.24,65.76,0,2026/8/29 0:03,Batch 2 · Blank (0)
367,28.27,65.88,0,2026/8/29 0:04,Batch 2 · Blank (0)
368,28.29,65.95,0,2026/8/29 0:05,Batch 2 · Blank (0)
367,28.26,65.91,0,2026/8/29 0:06,Batch 2 · Blank (0)
367,28.3,66,0,2026/8/29 0:07,Batch 2 · Blank (0)
368,28.3,66.04,0,2026/8/29 0:08,Batch 2 · Blank (0)
366,28.3,66.06,0,2026/8/29 0:09,Batch 2 · Blank (0)
367,28.3,66.18,0,2026/8/29 0:10,Batch 2 · Blank (0)
369,28.31,66.27,0,2026/8/29 0:11,Batch 2 · Blank (0)
367,28.31,66.17,0,2026/8/29 0:12,Batch 2 · Blank (0)
367,28.33,66.31,0,2026/8/29 0:13,Batch 2 · Blank (0)
366,28.36,66.3,0,2026/8/29 0:14,Batch 2 · Blank (0)
367,28.34,66.34,0,2026/8/29 0:15,Batch 2 · Blank (0)
367,28.36,66.34,0,2026/8/29 0:16,Batch 2 · Blank (0)
367,28.4,66.25,0,2026/8/29 0:17,Batch 2 · Blank (0)
367,28.41,66.34,0,2026/8/29 0:18,Batch 2 · Blank (0)
364,28.4,66.37,0,2026/8/29 0:19,Batch 2 · Blank (0)
366,28.44,66.39,0,2026/8/29 0:20,Batch 2 · Blank (0)
365,28.45,66.48,0,2026/8/29 0:21,Batch 2 · Blank (0)
366,28.45,66.4,0,2026/8/29 0:22,Batch 2 · Blank (0)
365,28.45,66.44,0,2026/8/29 0:23,Batch 2 · Blank (0)
365,28.48,66.44,0,2026/8/29 0:24,Batch 2 · Blank (0)
366,28.47,66.53,0,2026/8/29 0:25,Batch 2 · Blank (0)
367,28.51,66.59,0,2026/8/29 0:26,Batch 2 · Blank (0)
368,28.49,66.59,0,2026/8/29 0:27,Batch 2 · Blank (0)
369,28.51,66.58,0,2026/8/29 0:28,Batch 2 · Blank (0)
366,28.55,66.64,0,2026/8/29 0:29,Batch 2 · Blank (0)
367,28.55,66.66,0,2026/8/29 0:30,Batch 2 · Blank (0)
367,28.55,66.75,0,2026/8/29 0:31,Batch 2 · Blank (0)
367,28.55,66.74,0,2026/8/29 0:32,Batch 2 · Blank (0)
366,28.56,66.69,0,2026/8/29 0:33,Batch 2 · Blank (0)
365,28.56,66.78,0,2026/8/29 0:34,Batch 2 · Blank (0)
364,28.58,66.8,0,2026/8/29 0:35,Batch 2 · Blank (0)
364,28.61,66.75,0,2026/8/29 0:36,Batch 2 · Blank (0)
367,28.59,66.79,0,2026/8/29 0:37,Batch 2 · Blank (0)
367,28.61,66.85,0,2026/8/29 0:38,Batch 2 · Blank (0)
365,28.64,66.91,0,2026/8/29 0:39,Batch 2 · Blank (0)
366,28.64,66.8,0,2026/8/29 0:40,Batch 2 · Blank (0)
367,28.65,66.82,0,2026/8/29 0:41,Batch 2 · Blank (0)
367,28.66,66.85,0,2026/8/29 0:42,Batch 2 · Blank (0)
369,28.68,66.88,0,2026/8/29 0:43,Batch 2 · Blank (0)
366,28.71,66.93,0,2026/8/29 0:44,Batch 2 · Blank (0)
367,28.72,66.86,0,2026/8/29 0:46,Batch 2 · Blank (0)
368,28.72,66.83,0,2026/8/29 0:47,Batch 2 · Blank (0)
367,28.76,66.98,0,2026/8/29 0:48,Batch 2 · Blank (0)
367,28.76,66.97,0,2026/8/29 0:49,Batch 2 · Blank (0)
368,28.77,67.08,0,2026/8/29 0:50,Batch 2 · Blank (0)
367,28.77,67.13,0,2026/8/29 0:51,Batch 2 · Blank (0)
364,28.75,67.1,0,2026/8/29 0:52,Batch 2 · Blank (0)
365,28.76,67.13,0,2026/8/29 0:53,Batch 2 · Blank (0)
365,28.75,67.13,0,2026/8/29 0:54,Batch 2 · Blank (0)
365,28.79,67.24,0,2026/8/29 0:55,Batch 2 · Blank (0)
366,28.79,67.19,0,2026/8/29 0:56,Batch 2 · Blank (0)
365,28.79,67.23,0,2026/8/29 0:57,Batch 2 · Blank (0)
367,28.8,67.26,0,2026/8/29 0:58,Batch 2 · Blank (0)
367,28.83,67.27,0,2026/8/29 0:59,Batch 2 · Blank (0)
367,28.83,67.28,0,2026/8/29 1:00,Batch 2 · Blank (0)
366,28.83,67.28,0,2026/8/29 1:01,Batch 2 · Blank (0)
366,28.85,67.23,0,2026/8/29 1:02,Batch 2 · Blank (0)
369,28.85,67.3,0,2026/8/29 1:03,Batch 2 · Blank (0)
368,28.87,67.32,0,2026/8/29 1:04,Batch 2 · Blank (0)
367,28.86,67.42,0,2026/8/29 1:05,Batch 2 · Blank (0)
367,28.85,67.44,0,2026/8/29 1:06,Batch 2 · Blank (0)
367,28.86,67.45,0,2026/8/29 1:07,Batch 2 · Blank (0)
367,28.89,67.46,0,2026/8/29 1:08,Batch 2 · Blank (0)
367,28.89,67.47,0,2026/8/29 1:09,Batch 2 · Blank (0)
367,28.87,67.58,0,2026/8/29 1:10,Batch 2 · Blank (0)
368,28.89,67.58,0,2026/8/29 1:11,Batch 2 · Blank (0)
368,28.9,67.61,0,2026/8/29 1:12,Batch 2 · Blank (0)
366,28.9,67.61,0,2026/8/29 1:13,Batch 2 · Blank (0)
367,28.94,67.65,0,2026/8/29 1:14,Batch 2 · Blank (0)
367,28.93,67.61,0,2026/8/29 1:15,Batch 2 · Blank (0)
368,28.94,67.67,0,2026/8/29 1:16,Batch 2 · Blank (0)
368,28.94,67.66,0,2026/8/29 1:17,Batch 2 · Blank (0)
368,28.96,67.72,0,2026/8/29 1:18,Batch 2 · Blank (0)
365,28.94,67.68,0,2026/8/29 1:19,Batch 2 · Blank (0)
367,28.93,67.72,0,2026/8/29 1:20,Batch 2 · Blank (0)
367,28.94,67.73,0,2026/8/29 1:21,Batch 2 · Blank (0)
367,28.94,67.71,0,2026/8/29 1:22,Batch 2 · Blank (0)
367,28.93,67.73,0,2026/8/29 1:23,Batch 2 · Blank (0)
366,28.94,67.72,0,2026/8/29 1:24,Batch 2 · Blank (0)
367,28.96,67.74,0,2026/8/29 1:25,Batch 2 · Blank (0)
367,28.97,67.78,0,2026/8/29 1:26,Batch 2 · Blank (0)
367,28.99,67.83,0,2026/8/29 1:27,Batch 2 · Blank (0)
367,28.99,67.82,0,2026/8/29 1:28,Batch 2 · Blank (0)
367,28.97,67.85,0,2026/8/29 1:29,Batch 2 · Blank (0)
368,29.01,67.9,0,2026/8/29 1:30,Batch 2 · Blank (0)
368,29.01,67.91,0,2026/8/29 1:31,Batch 2 · Blank (0)
369,29.01,67.88,0,2026/8/29 1:32,Batch 2 · Blank (0)
372,29.01,67.86,0,2026/8/29 1:33,Batch 2 · Blank (0)
370,29.03,67.9,0,2026/8/29 1:34,Batch 2 · Blank (0)
369,29.03,67.9,0,2026/8/29 1:35,Batch 2 · Blank (0)
370,29.05,68.01,0,2026/8/29 1:36,Batch 2 · Blank (0)
371,29.03,67.99,0,2026/8/29 1:37,Batch 2 · Blank (0)
369,29.05,68.01,0,2026/8/29 1:38,Batch 2 · Blank (0)
368,29.05,67.99,0,2026/8/29 1:39,Batch 2 · Blank (0)
369,29.05,68.03,0,2026/8/29 1:40,Batch 2 · Blank (0)
373,29.07,68,0,2026/8/29 1:41,Batch 2 · Blank (0)
370,29.05,67.97,0,2026/8/29 1:42,Batch 2 · Blank (0)
369,29.07,68.03,0,2026/8/29 1:43,Batch 2 · Blank (0)
369,29.1,68.05,0,2026/8/29 1:44,Batch 2 · Blank (0)
367,29.11,68.08,0,2026/8/29 1:45,Batch 2 · Blank (0)
365,29.11,68.03,0,2026/8/29 1:46,Batch 2 · Blank (0)
367,29.14,68.12,0,2026/8/29 1:47,Batch 2 · Blank (0)
368,29.14,68.16,0,2026/8/29 1:48,Batch 2 · Blank (0)
368,29.12,68.16,0,2026/8/29 1:49,Batch 2 · Blank (0)
370,29.15,68.15,0,2026/8/29 1:50,Batch 2 · Blank (0)
368,29.15,68.18,0,2026/8/29 1:51,Batch 2 · Blank (0)
369,29.14,68.19,0,2026/8/29 1:52,Batch 2 · Blank (0)
370,29.14,68.25,0,2026/8/29 1:53,Batch 2 · Blank (0)
367,29.12,68.23,0,2026/8/29 1:54,Batch 2 · Blank (0)
367,29.14,68.28,0,2026/8/29 1:55,Batch 2 · Blank (0)
367,29.18,68.25,0,2026/8/29 1:56,Batch 2 · Blank (0)
367,29.18,68.27,0,2026/8/29 1:57,Batch 2 · Blank (0)
368,29.17,68.25,0,2026/8/29 1:58,Batch 2 · Blank (0)
369,29.19,68.2,0,2026/8/29 1:59,Batch 2 · Blank (0)
369,29.19,68.24,0,2026/8/29 2:01,Batch 2 · Blank (0)
369,29.19,68.27,0,2026/8/29 2:02,Batch 2 · Blank (0)
368,29.21,68.38,0,2026/8/29 2:03,Batch 2 · Blank (0)
367,29.22,68.34,0,2026/8/29 2:04,Batch 2 · Blank (0)
369,29.21,68.25,0,2026/8/29 2:05,Batch 2 · Blank (0)
368,29.24,68.3,0,2026/8/29 2:06,Batch 2 · Blank (0)
368,29.19,68.32,0,2026/8/29 2:07,Batch 2 · Blank (0)
366,29.24,68.32,0,2026/8/29 2:08,Batch 2 · Blank (0)
366,29.21,68.29,0,2026/8/29 2:09,Batch 2 · Blank (0)
365,29.24,68.36,0,2026/8/29 2:10,Batch 2 · Blank (0)
366,29.25,68.34,0,2026/8/29 2:11,Batch 2 · Blank (0)
368,29.24,68.3,0,2026/8/29 2:12,Batch 2 · Blank (0)
367,29.27,68.35,0,2026/8/29 2:13,Batch 2 · Blank (0)
365,29.25,68.36,0,2026/8/29 2:14,Batch 2 · Blank (0)
364,29.29,68.36,0,2026/8/29 2:15,Batch 2 · Blank (0)
365,29.27,68.32,0,2026/8/29 2:16,Batch 2 · Blank (0)
367,29.29,68.39,0,2026/8/29 2:17,Batch 2 · Blank (0)
367,29.29,68.35,0,2026/8/29 2:18,Batch 2 · Blank (0)
367,29.29,68.35,0,2026/8/29 2:19,Batch 2 · Blank (0)
368,29.32,68.35,0,2026/8/29 2:20,Batch 2 · Blank (0)
367,29.32,68.35,0,2026/8/29 2:21,Batch 2 · Blank (0)
366,29.35,68.32,0,2026/8/29 2:22,Batch 2 · Blank (0)
367,29.32,68.35,0,2026/8/29 2:23,Batch 2 · Blank (0)
366,29.32,68.38,0,2026/8/29 2:24,Batch 2 · Blank (0)
365,29.32,68.4,0,2026/8/29 2:25,Batch 2 · Blank (0)
365,29.36,68.4,0,2026/8/29 2:26,Batch 2 · Blank (0)
366,29.35,68.4,0,2026/8/29 2:27,Batch 2 · Blank (0)
368,29.39,68.37,0,2026/8/29 2:28,Batch 2 · Blank (0)
369,29.38,68.4,0,2026/8/29 2:29,Batch 2 · Blank (0)
368,29.36,68.43,0,2026/8/29 2:30,Batch 2 · Blank (0)
365,29.39,68.49,0,2026/8/29 2:31,Batch 2 · Blank (0)
365,29.41,68.5,0,2026/8/29 2:32,Batch 2 · Blank (0)
364,29.42,68.53,0,2026/8/29 2:33,Batch 2 · Blank (0)
366,29.39,68.47,0,2026/8/29 2:34,Batch 2 · Blank (0)
368,29.42,68.53,0,2026/8/29 2:35,Batch 2 · Blank (0)
367,29.42,68.54,0,2026/8/29 2:36,Batch 2 · Blank (0)
367,29.43,68.56,0,2026/8/29 2:37,Batch 2 · Blank (0)
366,29.42,68.56,0,2026/8/29 2:38,Batch 2 · Blank (0)
365,29.43,68.47,0,2026/8/29 2:39,Batch 2 · Blank (0)
366,29.46,68.6,0,2026/8/29 2:40,Batch 2 · Blank (0)
363,29.46,68.55,0,2026/8/29 2:41,Batch 2 · Blank (0)
363,29.45,68.53,0,2026/8/29 2:42,Batch 2 · Blank (0)
366,29.46,68.53,0,2026/8/29 2:43,Batch 2 · Blank (0)
366,29.48,68.53,0,2026/8/29 2:44,Batch 2 · Blank (0)
365,29.49,68.58,0,2026/8/29 2:45,Batch 2 · Blank (0)
367,29.49,68.57,0,2026/8/29 2:46,Batch 2 · Blank (0)
366,29.49,68.59,0,2026/8/29 2:47,Batch 2 · Blank (0)
363,29.5,68.6,0,2026/8/29 2:48,Batch 2 · Blank (0)
363,29.49,68.62,0,2026/8/29 2:49,Batch 2 · Blank (0)
363,29.45,68.7,0,2026/8/29 2:50,Batch 2 · Blank (0)
364,29.48,68.72,0,2026/8/29 2:51,Batch 2 · Blank (0)
362,29.48,68.72,0,2026/8/29 2:52,Batch 2 · Blank (0)
362,29.5,68.69,0,2026/8/29 2:53,Batch 2 · Blank (0)
359,29.52,68.75,0,2026/8/29 2:54,Batch 2 · Blank (0)
360,29.49,68.74,0,2026/8/29 2:55,Batch 2 · Blank (0)
361,29.48,68.73,0,2026/8/29 2:56,Batch 2 · Blank (0)
362,29.52,68.83,0,2026/8/29 2:57,Batch 2 · Blank (0)
